GeneSymbol,BladderCancer,LungCancer,ProstateCancer,ColonCancer,PancreaticCancer,BladderArticles,LungArticles,ProstateArticles,ColonArticles,PancArticles
YWHAB,1,0,1,1,0,19821490,NA,26708993,22670670,NA
FCRL1,0,0,0,0,0,NA,NA,NA,NA,NA
FCRL2,0,0,0,0,0,NA,NA,NA,NA,NA
FCRL3,0,0,0,0,0,NA,NA,NA,NA,NA
FCRL4,0,0,0,0,0,NA,NA,NA,NA,NA
FCRL5,0,0,0,0,0,NA,NA,NA,NA,NA
FCRL6,0,0,0,0,0,NA,NA,NA,NA,NA
YWHAE,0,0,0,1,2,NA,NA,NA,22670670,"23613489,24303806"
RN7SL37P,0,0,0,0,0,NA,NA,NA,NA,NA
FCRLA,0,0,0,0,0,NA,NA,NA,NA,NA
FCRLB,0,0,0,0,0,NA,NA,NA,NA,NA
RNU1-20P,0,0,0,0,0,NA,NA,NA,NA,NA
CKAP2,0,0,1,0,0,NA,NA,25189355,NA,NA
MIR22HG,0,0,0,0,0,NA,NA,NA,NA,NA
RNU6-257P,0,0,0,0,0,NA,NA,NA,NA,NA
PDCD1LG2,0,0,0,0,0,NA,NA,NA,NA,NA
RN7SL718P,0,0,0,0,0,NA,NA,NA,NA,NA
CHST11,0,0,0,0,0,NA,NA,NA,NA,NA
CHST10,0,0,0,0,0,NA,NA,NA,NA,NA
CHST13,0,0,0,0,0,NA,NA,NA,NA,NA
CHST12,0,0,0,0,0,NA,NA,NA,NA,NA
CHST15,0,0,0,0,1,NA,NA,NA,NA,26642349
CHST14,0,0,0,0,0,NA,NA,NA,NA,NA
SKINT1L,0,0,0,0,0,NA,NA,NA,NA,NA
ROCK1,5,11,7,3,2,"23056431,25524242,21148751,24180482,27035227","26446205,26124099,24633887,26884827,26765561,25448675,25151966,26681550,24894676,25891540,25817589","26306811,25677806,24177008,24595005,23396364,25065599,24317511","12794027,25190155,26458302","26451343,26530532"
ROCK2,0,3,5,1,0,NA,"26765561,25891540,25179839","26536659,25677806,24595005,23396364,25065599",16159426,NA
CKAP4,2,0,0,0,0,"24838946,21143984",NA,NA,NA,NA
BACE2-IT1,0,0,0,0,0,NA,NA,NA,NA,NA
IGLV5-45,0,0,0,0,0,NA,NA,NA,NA,NA
IGLV5-48,0,0,0,0,0,NA,NA,NA,NA,NA
AGER,0,3,1,0,2,NA,"26683690,26308105,25306249",25053712,NA,"22722139,22052106"
MYP18,0,0,0,0,0,NA,NA,NA,NA,NA
MYP10,0,0,0,0,0,NA,NA,NA,NA,NA
MYP11,0,0,0,0,0,NA,NA,NA,NA,NA
MYP12,0,0,0,0,0,NA,NA,NA,NA,NA
MYP13,0,0,0,0,0,NA,NA,NA,NA,NA
MYP14,0,0,0,0,0,NA,NA,NA,NA,NA
MYP15,0,0,0,0,0,NA,NA,NA,NA,NA
MYP16,0,0,0,0,0,NA,NA,NA,NA,NA
MYP17,0,0,0,0,0,NA,NA,NA,NA,NA
PNMA6A,0,0,0,0,0,NA,NA,NA,NA,NA
HMGN1P8,0,0,0,0,0,NA,NA,NA,NA,NA
IBA57-AS1,0,0,0,0,0,NA,NA,NA,NA,NA
LRRC9,0,0,0,0,0,NA,NA,NA,NA,NA
LRRC4,0,0,0,0,0,NA,NA,NA,NA,NA
WNK3,0,0,0,0,0,NA,NA,NA,NA,NA
LRRC6,0,0,0,0,0,NA,NA,NA,NA,NA
LRRC7,0,0,0,0,0,NA,NA,NA,NA,NA
LRRC1,0,0,0,0,0,NA,NA,NA,NA,NA
LRRC2,0,0,0,0,0,NA,NA,NA,NA,NA
LRRC3,0,0,0,0,0,NA,NA,NA,NA,NA
HAND2-AS1,0,0,0,0,0,NA,NA,NA,NA,NA
HMGN1P5,0,0,0,0,0,NA,NA,NA,NA,NA
RFNG,0,0,0,0,0,NA,NA,NA,NA,NA
KLHL6-AS1,0,0,0,0,0,NA,NA,NA,NA,NA
MORN5,0,0,0,0,0,NA,NA,NA,NA,NA
MORN4,0,0,0,0,0,NA,NA,NA,NA,NA
PLD6,0,0,0,0,0,NA,NA,NA,NA,NA
MORN1,0,0,0,0,0,NA,NA,NA,NA,NA
PLD1,1,0,1,4,0,21170262,NA,25137020,"20711340,26122663,19994725,18084005",NA
MORN3,0,0,0,0,0,NA,NA,NA,NA,NA
MORN2,0,0,0,0,0,NA,NA,NA,NA,NA
ST20,0,0,0,0,0,NA,NA,NA,NA,NA
RNU6ATAC15P,0,0,0,0,0,NA,NA,NA,NA,NA
TREML3P,0,0,0,0,0,NA,NA,NA,NA,NA
RRP1,0,0,0,0,0,NA,NA,NA,NA,NA
DOCK8,0,0,0,0,0,NA,NA,NA,NA,NA
DOCK9,0,0,0,0,0,NA,NA,NA,NA,NA
SCO1,0,0,0,0,0,NA,NA,NA,NA,NA
DOCK2,0,0,0,0,1,NA,NA,NA,NA,22355676
DOCK3,0,1,0,0,0,NA,25687035,NA,NA,NA
RNU6-678P,0,0,0,0,0,NA,NA,NA,NA,NA
DOCK1,0,1,1,0,0,NA,25488183,24752651,NA,NA
DOCK6,0,0,0,0,0,NA,NA,NA,NA,NA
DOCK7,0,0,0,0,0,NA,NA,NA,NA,NA
DOCK4,0,0,0,0,0,NA,NA,NA,NA,NA
DOCK5,0,0,0,0,0,NA,NA,NA,NA,NA
ACSBG1,0,0,0,0,0,NA,NA,NA,NA,NA
ACSBG2,0,0,0,0,0,NA,NA,NA,NA,NA
HOTAIRM1,0,0,0,0,0,NA,NA,NA,NA,NA
TNFRSF12A,0,2,1,0,0,NA,"25563366,25392346",24970477,NA,NA
RNU6-178P,0,0,0,0,0,NA,NA,NA,NA,NA
TFPI,1,2,1,4,2,12557438,"26279647,24094602",23524311,"16886577,12876637,20062932,26968713","21071578,24889539"
EIF5AL1,0,0,0,0,0,NA,NA,NA,NA,NA
ARHGAP22-IT1,0,0,0,0,0,NA,NA,NA,NA,NA
SCNN1D,0,0,0,0,0,NA,NA,NA,NA,NA
SCNN1B,0,0,0,0,0,NA,NA,NA,NA,NA
SCNN1A,0,0,0,0,0,NA,NA,NA,NA,NA
RBMY2GP,0,0,0,0,0,NA,NA,NA,NA,NA
ADAM20P3,0,0,0,0,0,NA,NA,NA,NA,NA
FAM98B,0,0,0,0,0,NA,NA,NA,NA,NA
ADAM20P1,0,0,0,0,0,NA,NA,NA,NA,NA
RNF11P2,0,0,0,0,0,NA,NA,NA,NA,NA
RNF11P1,0,0,0,0,0,NA,NA,NA,NA,NA
FGF7,0,0,0,0,1,NA,NA,NA,NA,21106054
CLEC9A,0,0,0,0,0,NA,NA,NA,NA,NA
PRELID3BP11,0,0,0,0,0,NA,NA,NA,NA,NA
PRELID3BP10,0,0,0,0,0,NA,NA,NA,NA,NA
IARS2P1,0,0,0,0,0,NA,NA,NA,NA,NA
RPL26P30,0,0,0,0,0,NA,NA,NA,NA,NA
SCUBE2,0,0,0,0,0,NA,NA,NA,NA,NA
RNU6-183P,0,0,0,0,0,NA,NA,NA,NA,NA
SCUBE1,0,0,1,0,0,NA,NA,23136397,NA,NA
OR7E7P,0,0,0,0,0,NA,NA,NA,NA,NA
FGF6,1,0,0,0,0,17697126,NA,NA,NA,NA
RPSAP52,0,0,0,0,0,NA,NA,NA,NA,NA
RNU6-778P,0,0,0,0,0,NA,NA,NA,NA,NA
RPSAP50,0,0,0,0,0,NA,NA,NA,NA,NA
RPSAP51,0,0,0,0,0,NA,NA,NA,NA,NA
RPSAP56,0,0,0,0,0,NA,NA,NA,NA,NA
RPSAP57,0,0,0,0,0,NA,NA,NA,NA,NA
RPSAP54,0,0,0,0,0,NA,NA,NA,NA,NA
RN7SL74P,0,0,0,0,0,NA,NA,NA,NA,NA
ZNF750,0,0,0,0,0,NA,NA,NA,NA,NA
RPSAP58,0,0,0,0,0,NA,NA,NA,NA,NA
RPSAP59,0,0,0,0,0,NA,NA,NA,NA,NA
SMIM13,0,0,0,0,0,NA,NA,NA,NA,NA
SMIM12,0,0,0,0,0,NA,NA,NA,NA,NA
COX10-AS1,0,0,0,0,0,NA,NA,NA,NA,NA
SMIM10,0,0,0,0,0,NA,NA,NA,NA,NA
SMIM17,0,0,0,0,0,NA,NA,NA,NA,NA
SMIM15,0,0,0,0,0,NA,NA,NA,NA,NA
SMIM14,0,0,0,0,0,NA,NA,NA,NA,NA
FGF5,0,0,2,0,1,NA,NA,"23326489,24105601",NA,22683979
RPP30,0,0,0,0,0,NA,NA,NA,NA,NA
SMIM18,0,0,0,0,0,NA,NA,NA,NA,NA
RNU6-520P,0,0,0,0,0,NA,NA,NA,NA,NA
CHIAP1,0,0,0,0,0,NA,NA,NA,NA,NA
CHIAP3,0,0,0,0,0,NA,NA,NA,NA,NA
CHIAP2,0,0,0,0,0,NA,NA,NA,NA,NA
BCORL1,0,1,0,1,0,NA,26648304,NA,24989910,NA
ZNF668,0,0,0,0,0,NA,NA,NA,NA,NA
HACE1,0,1,0,0,0,NA,25026213,NA,NA,NA
RN7SL167P,0,0,0,0,0,NA,NA,NA,NA,NA
FTLP18,0,0,0,0,0,NA,NA,NA,NA,NA
TRBV30,0,0,0,0,0,NA,NA,NA,NA,NA
RNU6-643P,0,0,0,0,0,NA,NA,NA,NA,NA
ITPR1-AS1,0,0,0,0,0,NA,NA,NA,NA,NA
PPP1R10P1,0,0,0,0,0,NA,NA,NA,NA,NA
ZNF660,0,0,0,0,0,NA,NA,NA,NA,NA
NT5DC4,0,0,0,0,0,NA,NA,NA,NA,NA
NT5DC2,0,0,0,0,0,NA,NA,NA,NA,NA
NT5DC3,0,0,0,0,0,NA,NA,NA,NA,NA
NT5DC1,0,0,0,0,0,NA,NA,NA,NA,NA
ZNF664,0,0,0,0,0,NA,NA,NA,NA,NA
ZNF665,0,0,0,0,0,NA,NA,NA,NA,NA
RUSC2,0,0,0,0,0,NA,NA,NA,NA,NA
RUSC1,0,0,0,0,0,NA,NA,NA,NA,NA
FOXD1-AS1,0,0,0,0,0,NA,NA,NA,NA,NA
PPIG,0,0,0,0,0,NA,NA,NA,NA,NA
PPIF,0,0,1,0,0,NA,NA,23303179,NA,NA
PPIE,0,0,0,0,0,NA,NA,NA,NA,NA
PPID,0,0,0,0,0,NA,NA,NA,NA,NA
PPIC,0,0,0,0,0,NA,NA,NA,NA,NA
PPIB,1,0,1,0,0,22241958,NA,25181412,NA,NA
PPIA,0,2,1,1,1,NA,"24457517,25573171",22926970,26865113,22594372
RNU6-455P,0,0,0,0,0,NA,NA,NA,NA,NA
LYST-AS1,0,0,0,0,0,NA,NA,NA,NA,NA
DCPS,0,0,0,0,0,NA,NA,NA,NA,NA
PTHLH,0,0,0,0,0,NA,NA,NA,NA,NA
THEMIS2,0,0,0,0,0,NA,NA,NA,NA,NA
LLPH,0,0,0,0,0,NA,NA,NA,NA,NA
NDP-AS1,0,0,0,0,0,NA,NA,NA,NA,NA
DCP2,0,0,0,1,0,NA,NA,NA,21864507,NA
RNU7-47P,0,0,0,0,0,NA,NA,NA,NA,NA
LZIC,0,0,0,0,1,NA,NA,NA,NA,23653380
NAA50,0,0,0,0,0,NA,NA,NA,NA,NA
BTF3P5,0,0,0,0,0,NA,NA,NA,NA,NA
RAB28P2,0,0,0,0,0,NA,NA,NA,NA,NA
RAB28P3,0,0,0,0,0,NA,NA,NA,NA,NA
RAB28P1,0,0,0,0,0,NA,NA,NA,NA,NA
CFDP1,0,0,0,0,0,NA,NA,NA,NA,NA
RAB28P4,0,0,0,0,0,NA,NA,NA,NA,NA
RAB28P5,0,0,0,0,0,NA,NA,NA,NA,NA
ATF6B,0,0,0,0,0,NA,NA,NA,NA,NA
TRIM60P7Y,0,0,0,0,0,NA,NA,NA,NA,NA
OR7E22P,0,0,0,0,0,NA,NA,NA,NA,NA
RNU2-10P,0,0,0,0,0,NA,NA,NA,NA,NA
ADGRL3-AS1,0,0,0,0,0,NA,NA,NA,NA,NA
TDP1,0,3,0,0,0,NA,"25232464,25987486,24355542",NA,NA,NA
OR6M1,0,0,0,0,0,NA,NA,NA,NA,NA
TPPP3,0,0,0,0,0,NA,NA,NA,NA,NA
PDE7B,0,0,1,0,0,NA,NA,25979379,NA,NA
TDP2,0,0,0,0,0,NA,NA,NA,NA,NA
PIP,0,1,6,2,1,NA,26724375,"22740859,24983969,24533799,26182968,24747769,23799782","21931851,23416715",22658665
MIR3118-4,0,0,0,0,0,NA,NA,NA,NA,NA
FAM53B-AS1,0,0,0,0,0,NA,NA,NA,NA,NA
RPL30P15,0,0,0,0,0,NA,NA,NA,NA,NA
MIR3118-1,0,0,0,0,0,NA,NA,NA,NA,NA
NRADDP,0,0,0,0,0,NA,NA,NA,NA,NA
MIR3118-3,0,0,0,0,0,NA,NA,NA,NA,NA
MIR3118-2,0,0,0,0,0,NA,NA,NA,NA,NA
RAP1AP,0,0,0,0,0,NA,NA,NA,NA,NA
RPL21P25,0,0,0,0,0,NA,NA,NA,NA,NA
PI3,4,1,9,9,5,"20818428,19802009,25836928,15611796",26567140,"23653096,27033080,22844460,25737954,24264723,23199076,24416348,22935919,23536554","19219548,19639199,16912864,21340604,21382660,14639124,22517768,21722370,23324568","22510940,26070712,21998291,22275185,21676539"
PIGUP1,0,0,0,0,0,NA,NA,NA,NA,NA
PTTG4P,0,0,0,0,0,NA,NA,NA,NA,NA
ANKRD52,0,0,0,0,0,NA,NA,NA,NA,NA
ANKRD53,0,0,0,0,0,NA,NA,NA,NA,NA
ANKRD50,0,0,0,1,0,NA,NA,NA,25278552,NA
BEND3P3,0,0,0,0,0,NA,NA,NA,NA,NA
BEND3P2,0,0,0,0,0,NA,NA,NA,NA,NA
BEND3P1,0,0,0,0,0,NA,NA,NA,NA,NA
ANKRD55,0,0,0,0,0,NA,NA,NA,NA,NA
KBTBD7,0,0,0,0,0,NA,NA,NA,NA,NA
AMH,3,0,2,0,0,"24324092,26150862,21654152",NA,"26962869,25159294",NA,NA
KBTBD4,0,0,0,0,0,NA,NA,NA,NA,NA
KBTBD3,0,0,0,0,0,NA,NA,NA,NA,NA
KBTBD2,0,0,0,0,0,NA,NA,NA,NA,NA
AMN,0,0,1,1,0,NA,NA,25050738,14633777,NA
RNU6-684P,0,0,0,0,0,NA,NA,NA,NA,NA
RNU6-886P,0,0,0,0,0,NA,NA,NA,NA,NA
KBTBD8,0,0,0,0,0,NA,NA,NA,NA,NA
SP140L,0,0,0,0,0,NA,NA,NA,NA,NA
TRR-TCG1-1,0,0,0,0,0,NA,NA,NA,NA,NA
AMT,0,1,1,2,1,NA,23910067,24391718,"14529544,19360346",23458261
RASL11B,0,0,0,0,0,NA,NA,NA,NA,NA
RASL11A,0,0,0,0,1,NA,NA,NA,NA,26294325
GLRB,0,0,0,0,0,NA,NA,NA,NA,NA
DUX4L17,0,0,0,0,0,NA,NA,NA,NA,NA
DUX4L16,0,0,0,0,0,NA,NA,NA,NA,NA
DUX4L15,0,0,0,0,0,NA,NA,NA,NA,NA
DUX4L14,0,0,0,0,0,NA,NA,NA,NA,NA
DUX4L13,0,0,0,0,0,NA,NA,NA,NA,NA
DUX4L12,0,0,0,0,0,NA,NA,NA,NA,NA
DUX4L11,0,0,0,0,0,NA,NA,NA,NA,NA
DUX4L10,0,0,0,0,0,NA,NA,NA,NA,NA
PHAX,0,0,0,0,0,NA,NA,NA,NA,NA
DUX4L19,0,0,0,0,0,NA,NA,NA,NA,NA
DUX4L18,0,0,0,0,0,NA,NA,NA,NA,NA
RBM26,0,0,0,0,0,NA,NA,NA,NA,NA
RBM27,0,0,0,0,0,NA,NA,NA,NA,NA
RBM24,0,0,0,0,0,NA,NA,NA,NA,NA
RBM25,0,0,0,0,0,NA,NA,NA,NA,NA
RBM22,0,0,0,0,0,NA,NA,NA,NA,NA
RBM23,0,0,0,0,0,NA,NA,NA,NA,NA
RBM20,0,0,0,0,0,NA,NA,NA,NA,NA
FMO9P,0,0,0,0,0,NA,NA,NA,NA,NA
RBM28,0,0,0,0,0,NA,NA,NA,NA,NA
RPL31P55,0,0,0,0,0,NA,NA,NA,NA,NA
MIR1258,0,0,0,0,0,NA,NA,NA,NA,NA
EPHA8,0,0,0,1,0,NA,NA,NA,14726470,NA
EPHA7,1,2,0,2,0,24375948,"26936314,24495444",NA,"16007213,14726470",NA
EPHA6,0,0,1,2,0,NA,NA,26041887,"25583493,14726470",NA
EPHA5,0,2,1,0,1,NA,"25634010,25623065",25609195,NA,24956127
EPHA4,1,2,1,0,2,24375948,"25993310,24495444",22916121,NA,"24932309,26516928"
EPHA3,0,5,4,0,1,NA,"24978188,25713296,25993310,24348920,25634010","25485970,26552734,25231727,26895888",NA,20838624
MIR1250,0,0,0,0,0,NA,NA,NA,NA,NA
EPHA1,0,1,1,2,0,NA,24495444,24040450,"21503576,19011600",NA
MIR1252,0,0,0,0,0,NA,NA,NA,NA,NA
RPL31P56,0,0,0,0,0,NA,NA,NA,NA,NA
LSMEM1,0,0,0,0,0,NA,NA,NA,NA,NA
LSMEM2,0,0,0,0,0,NA,NA,NA,NA,NA
RPL31P50,0,0,0,0,0,NA,NA,NA,NA,NA
TTTY13B,0,0,0,0,0,NA,NA,NA,NA,NA
RPL31P52,0,0,0,0,0,NA,NA,NA,NA,NA
TRA-AGC1-1,0,0,0,0,0,NA,NA,NA,NA,NA
RNU7-86P,0,0,0,0,0,NA,NA,NA,NA,NA
SNORD121B,0,0,0,0,0,NA,NA,NA,NA,NA
SNORD121A,0,0,0,0,0,NA,NA,NA,NA,NA
NCOR1P2,0,0,0,0,0,NA,NA,NA,NA,NA
FAM90A14P,0,0,0,0,0,NA,NA,NA,NA,NA
ZGLP1,0,0,0,0,0,NA,NA,NA,NA,NA
COL9A2,0,0,0,0,0,NA,NA,NA,NA,NA
COL9A3,0,0,0,0,0,NA,NA,NA,NA,NA
COL9A1,0,0,0,0,0,NA,NA,NA,NA,NA
FAM225A,0,0,0,0,0,NA,NA,NA,NA,NA
FAM225B,0,0,0,0,0,NA,NA,NA,NA,NA
LIMD2,0,0,0,0,0,NA,NA,NA,NA,NA
GLB1L2,0,0,0,0,0,NA,NA,NA,NA,NA
GLB1L3,0,0,0,0,0,NA,NA,NA,NA,NA
TRR-TCT5-1,0,0,0,0,0,NA,NA,NA,NA,NA
MIR125A,0,1,0,0,0,NA,24913817,NA,NA,NA
ARL9,0,0,0,0,0,NA,NA,NA,NA,NA
NMTRQ-TTG8-1,0,0,0,0,0,NA,NA,NA,NA,NA
ARL1,0,0,0,0,0,NA,NA,NA,NA,NA
ARL3,0,0,0,0,0,NA,NA,NA,NA,NA
ARL2,0,0,0,1,2,NA,NA,NA,25621032,"21833473,21266361"
ARL6,0,0,0,0,0,NA,NA,NA,NA,NA
RRM2,4,9,2,5,12,"21166702,21139803,26658059,25695839","24903339,26718430,26853560,25227663,26001082,23719266,24155212,24948964,26663950","24360663,23864387","16818620,25602583,15814641,23002339,18097604","23335963,24940696,25499121,20969859,26505547,21205085,20927319,24879635,25394408,24152955,22569992,22670179"
RRM1,4,60,0,2,26,"26658059,24349619,25837929,24772321","24752945,25327655,24762590,23803067,25806234,26811178,24423823,23982437,26104896,26718430,24614341,25674147,25667646,26637889,24922636,26650486,24045016,26028097,25227833,25227663,26557761,25078585,26390440,26001082,26254808,24994038,25732635,25119181,25113059,24591771,26323924,26623063,26622418,26617762,25806229,23690416,24293473,26542178,24792823,25366782,24854656,24353711,24349619,24155212,25560468,25573098,24324104,25501233,24948964,24935362,24135250,26663950,26028645,24443257,26137163,26870207,24124391,24647522,24667263,26842788",NA,"16818620,26553611","23991987,26228206,25076325,26828016,26176887,23933942,22736490,21264835,20665488,26557761,22436573,21163702,21205085,23905902,20927319,25837929,23710668,25394408,23253379,21404106,22155850,24152955,25187316,21487324,22569992,21617862"
ZC3H12A,0,0,0,1,0,NA,NA,NA,21228116,NA
ZC3H12B,0,0,0,0,0,NA,NA,NA,NA,NA
ZC3H12C,0,0,0,0,0,NA,NA,NA,NA,NA
COL23A1,0,0,0,0,0,NA,NA,NA,NA,NA
TSR1,0,0,0,0,0,NA,NA,NA,NA,NA
TSR3,0,0,0,0,0,NA,NA,NA,NA,NA
SBDSP1,0,0,0,0,0,NA,NA,NA,NA,NA
RAD51-AS1,0,0,0,0,0,NA,NA,NA,NA,NA
TH,10,9,12,17,4,"25294421,21833592,26664478,24593764,24386437,17565858,11144907,1396942,24999312,16123563","23802098,26327117,25434436,25632573,25227813,26160296,26621839,24022305,24555288","23040208,26445441,23319493,25024790,25511354,24555288,26160296,25219906,25241833,26928389,22987331,24320497","24699997,23993972,23982646,17988589,13677288,26805143,24555288,26035423,24267544,17687215,24362292,23991650,18386000,14634104,17498763,12796406,24732313","22109853,25128650,22667453,21365467"
NIP7P2,0,0,0,0,0,NA,NA,NA,NA,NA
NIP7P3,0,0,0,0,0,NA,NA,NA,NA,NA
NIP7P1,0,0,0,0,0,NA,NA,NA,NA,NA
MTAPP2,0,0,0,0,0,NA,NA,NA,NA,NA
MTAPP1,0,0,0,0,0,NA,NA,NA,NA,NA
OOEP-AS1,0,0,0,0,0,NA,NA,NA,NA,NA
MLXIPL,0,0,0,0,1,NA,NA,NA,NA,22355676
TXNL1,0,0,0,0,0,NA,NA,NA,NA,NA
IGHVII-22-1,0,0,0,0,0,NA,NA,NA,NA,NA
TAPBPL,0,0,0,0,0,NA,NA,NA,NA,NA
CYP4A11,0,0,0,0,1,NA,NA,NA,NA,23846787
SF3A3P2,0,0,0,0,0,NA,NA,NA,NA,NA
RN7SL337P,0,0,0,0,0,NA,NA,NA,NA,NA
SCAR3,0,0,0,0,0,NA,NA,NA,NA,NA
UGT2B26P,0,0,0,0,0,NA,NA,NA,NA,NA
RNU6-805P,0,0,0,0,0,NA,NA,NA,NA,NA
SRSF11,0,0,0,0,0,NA,NA,NA,NA,NA
SCAR6,0,0,0,0,0,NA,NA,NA,NA,NA
SRSF12,0,0,0,0,0,NA,NA,NA,NA,NA
IGKV3-11,0,0,0,0,0,NA,NA,NA,NA,NA
IGKV3-15,0,0,0,0,0,NA,NA,NA,NA,NA
TSPY4,0,0,0,0,0,NA,NA,NA,NA,NA
RNU6-990P,0,0,0,0,0,NA,NA,NA,NA,NA
RN7SL517P,0,0,0,0,0,NA,NA,NA,NA,NA
LMCD1-AS1,0,0,0,0,0,NA,NA,NA,NA,NA
ZFYVE21,0,0,0,0,0,NA,NA,NA,NA,NA
RPL35AP28,0,0,0,0,0,NA,NA,NA,NA,NA
RPL35AP29,0,0,0,0,0,NA,NA,NA,NA,NA
RN7SL761P,0,0,0,0,0,NA,NA,NA,NA,NA
RPL35AP22,0,0,0,0,0,NA,NA,NA,NA,NA
RPL35AP23,0,0,0,0,0,NA,NA,NA,NA,NA
RPL35AP20,0,0,0,0,0,NA,NA,NA,NA,NA
RPL35AP21,0,0,0,0,0,NA,NA,NA,NA,NA
RPL35AP26,0,0,0,0,0,NA,NA,NA,NA,NA
RPL35AP27,0,0,0,0,0,NA,NA,NA,NA,NA
RPL35AP24,0,0,0,0,0,NA,NA,NA,NA,NA
RPL35AP25,0,0,0,0,0,NA,NA,NA,NA,NA
GSTM2P1,0,0,0,0,0,NA,NA,NA,NA,NA
PLS1-AS1,0,0,0,0,0,NA,NA,NA,NA,NA
RNU6-1036P,0,0,0,0,0,NA,NA,NA,NA,NA
RNU7-13P,0,0,0,0,0,NA,NA,NA,NA,NA
PIDD1,0,0,0,0,0,NA,NA,NA,NA,NA
RN7SL202P,0,0,0,0,0,NA,NA,NA,NA,NA
OS9,0,0,0,0,0,NA,NA,NA,NA,NA
ZFYVE28,0,0,0,0,0,NA,NA,NA,NA,NA
BBOX1,0,0,0,0,0,NA,NA,NA,NA,NA
MRPS10P1,0,0,0,0,0,NA,NA,NA,NA,NA
RN7SKP89,0,0,0,0,0,NA,NA,NA,NA,NA
MRPS10P2,0,0,0,0,0,NA,NA,NA,NA,NA
MRPS10P5,0,0,0,0,0,NA,NA,NA,NA,NA
RN7SKP83,0,0,0,0,0,NA,NA,NA,NA,NA
CRYBA2,0,0,0,0,0,NA,NA,NA,NA,NA
CRYBA1,0,0,0,0,0,NA,NA,NA,NA,NA
RN7SKP80,0,0,0,0,0,NA,NA,NA,NA,NA
RN7SKP87,0,0,0,0,0,NA,NA,NA,NA,NA
RN7SKP86,0,0,0,0,0,NA,NA,NA,NA,NA
RN7SKP85,0,0,0,0,0,NA,NA,NA,NA,NA
CRYBA4,0,0,0,0,0,NA,NA,NA,NA,NA
RWDD2A,0,0,0,0,0,NA,NA,NA,NA,NA
RWDD2B,0,0,0,0,0,NA,NA,NA,NA,NA
SH2D4B,0,0,0,0,0,NA,NA,NA,NA,NA
RNU2-22P,0,0,0,0,0,NA,NA,NA,NA,NA
LINC00526,0,0,0,0,0,NA,NA,NA,NA,NA
LINC00527,0,0,0,0,0,NA,NA,NA,NA,NA
LINC00524,0,0,0,0,0,NA,NA,NA,NA,NA
LINC00525,0,0,0,0,0,NA,NA,NA,NA,NA
LINC00523,0,0,0,0,0,NA,NA,NA,NA,NA
LINC00520,0,0,0,0,0,NA,NA,NA,NA,NA
LINC00521,0,0,0,0,0,NA,NA,NA,NA,NA
RNU6-1266P,0,0,0,0,0,NA,NA,NA,NA,NA
LINC00528,0,0,0,0,0,NA,NA,NA,NA,NA
LINC00529,0,0,0,0,0,NA,NA,NA,NA,NA
ARL13B,0,0,0,0,0,NA,NA,NA,NA,NA
ARL13A,0,0,0,0,0,NA,NA,NA,NA,NA
TICRR,0,0,0,0,0,NA,NA,NA,NA,NA
MC3R,0,0,0,0,0,NA,NA,NA,NA,NA
RNU6-36P,0,0,0,0,0,NA,NA,NA,NA,NA
MIR2052HG,0,0,0,0,0,NA,NA,NA,NA,NA
RNA5SP235,0,0,0,0,0,NA,NA,NA,NA,NA
MIR548AA1,0,0,0,0,0,NA,NA,NA,NA,NA
MIR548AA2,0,0,0,0,0,NA,NA,NA,NA,NA
BTRCP1,0,0,0,0,0,NA,NA,NA,NA,NA
GFM1,0,0,0,0,0,NA,NA,NA,NA,NA
GFM2,0,0,0,0,0,NA,NA,NA,NA,NA
ATP13A5-AS1,0,0,0,0,0,NA,NA,NA,NA,NA
RIPPLY1,0,0,0,0,0,NA,NA,NA,NA,NA
RIPPLY3,0,0,0,0,0,NA,NA,NA,NA,NA
RIPPLY2,0,0,0,0,0,NA,NA,NA,NA,NA
ERVK-19,0,0,0,0,0,NA,NA,NA,NA,NA
ERVK-18,0,0,0,0,0,NA,NA,NA,NA,NA
CIR1P1,0,0,0,0,0,NA,NA,NA,NA,NA
ERVK-14,0,0,0,0,0,NA,NA,NA,NA,NA
CIR1P3,0,0,0,0,0,NA,NA,NA,NA,NA
CIR1P2,0,0,0,0,0,NA,NA,NA,NA,NA
ERVK-11,0,0,0,0,0,NA,NA,NA,NA,NA
OR2AQ1P,0,0,0,0,0,NA,NA,NA,NA,NA
ERVK-13,0,0,0,0,0,NA,NA,NA,NA,NA
ERVK-12,0,0,0,0,0,NA,NA,NA,NA,NA
TRQ-CTG14-1,0,0,0,0,0,NA,NA,NA,NA,NA
RPS2P9,0,0,0,0,0,NA,NA,NA,NA,NA
SLC4A5,0,0,0,0,0,NA,NA,NA,NA,NA
SLC4A4,0,0,0,1,0,NA,NA,NA,21864507,NA
SLC4A7,0,0,0,1,0,NA,NA,NA,24795638,NA
SLC4A1,0,0,0,0,0,NA,NA,NA,NA,NA
RASA4DP,0,0,0,0,0,NA,NA,NA,NA,NA
SLC4A3,0,0,0,0,0,NA,NA,NA,NA,NA
PRRC2CP1,0,0,0,0,0,NA,NA,NA,NA,NA
DCTN2,0,0,0,0,0,NA,NA,NA,NA,NA
DCTN3,0,0,0,0,0,NA,NA,NA,NA,NA
DCTN1,0,1,0,0,0,NA,25813404,NA,NA,NA
DCTN6,0,0,0,0,0,NA,NA,NA,NA,NA
